loc,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
"1.0","1.0","1.0","0.0","3.1701854864449905","1.0","0.0","1.779614824627566","1.0","1.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","1.0","1.0","Y"
"153.0","5.0","2.0","0.0","10.0","22.0","10.0","4.0","8.0","5.0","2.0","0.0","0.0","0.9","0.4","1.0","1.0","29.6","1.0","0.6","Y"
"84.0","4.532009398103393","2.4225299988582814","0.0","10.65335296754484","18.44981021469057","8.604742244541367","2.899167530763389","8.0","5.683826603045326","1.4470584102777337","0.27916897429493637","0.0","0.8790988463835876","0.47182241918717666","1.616804538531174","1.371472169793065","16.956056799642695","1.0","0.5829605571682549","Y"
"4.0","4.303574407021269","1.0","0.0","43.203482323487904","3.767392342601884","4.729911011281603","42.88473326962802","0.0","3.808198181132534","2.0","0.0","0.0","0.0","0.9409856871324583","0.0","0.0","0.0","1.0","1.0","Y"
"8.0","7.099142063049074","1.0","0.0","6.539159699875433","7.36211540593775","30.837290873716903","4.485127524463929","2.0","7.15823879085177","2.0","0.0","0.0","0.0","0.36459591157286814","0.0","0.0","0.0","1.0","1.0","Y"
"0.0","1.1940409365181996","1.0","0.0","55.50083940354995","0.9951440009937069","0.9164221176950693","56.86643871615163","4.975715469753236","1.173026248619422","2.0","0.0","0.0","0.0","-0.19147057572278625","0.0","0.0","0.0","0.1506242942360876","-0.2506911959339249","Y"
"131.0","4.0","2.0","0.0","10.0","20.0","6.0","4.0","8.0","4.0","2.0","0.0","0.0","0.931034483","0.416666667","1.0","1.0","31.75","1.0","0.5","Y"
"5.0","3.0","1.0","0.0","5.331608960476869","3.27304447748956","3.0","1.7145336145499237","4.384580112889648","3.0","1.3368579358344022","0.0","0.0","0.0","0.5668430162775033","0.0","0.0","-0.4101590359329547","1.0","0.9089704381114605","Y"
"2.0","-0.2698667818216776","1.0","0.0","1.549817801108719","0.21264587022356815","0.0","0.7171292388592891","-0.28989189139190996","-0.18107318266828887","2.0","0.0","0.0","0.0","0.1563045348763202","0.0","0.0","0.0","0.3343126976832278","0.1698904952346583","Y"
"4.0","3.819655144880713","1.0","0.0","4.835221182309557","4.327051856812106","6.551100703666115","4.737194852841941","0.0","3.7082742763023706","2.0","0.0","0.0","0.0","0.5301613675141614","0.0","0.0","0.0","1.0","1.0","Y"
"20.0","4.0","2.0","0.0","6.150990946416494","7.5868315005653315","6.0","3.2329788349116795","4.173265289068679","4.0","2.0","0.0","0.0","0.931034483","0.4086682224450917","0.0","0.0","4.224654732512359","1.0","0.5","Y"
"3.0","3.0","1.0","0.0","4.0","3.0","3.0","4.0","0.0","3.0","2.0","0.0","0.0","0.0","0.666666667","0.0","0.0","0.0","1.0","1.0","Y"
"37.0","3.7587474980795728","2.0","0.0","9.481003192943476","9.4954238263133","5.356731402913537","4.0","8.610325470539024","4.213636715223138","2.281706601296941","0.3475257610542488","0.0","0.9358054207446086","0.3904492570039938","0.7293044811393081","0.7637706357563494","7.615174840351713","1.0","0.46611423328433504","Y"
"32.0","5.0","2.0","0.0","10.353182438393679","11.0","10.0","4.0","8.690528208951783","5.0","2.0","0.0","0.0","0.9","0.3770155008337365","1.0","2.0","5.36727288295871","1.0","0.6","Y"
"222.0","3.7057467422091235","0.16238539851091804","0.0","5.126387570741051","15.417736958153421","6.732468909559378","1.3020116059529445","0.48681235470445894","4.279659125566526","2.0","0.0","0.0","-0.2501501349871169","0.4294876343643387","-0.3082698365781607","-1.0644189121250496","51.715038365318954","15.769872798816616","5.282971740535465","Y"
"158.0","1.7707612221902753","1.9893498841013613","0.0","6.070645975280051","21.222696447345044","1.5379602593273058","0.6585504022821482","2.4349490620074556","2.1963442658620655","2.0","0.0","0.0","0.2994182076821117","0.5351703595086073","0.34035238751712926","-1.1975063203041212","73.6412026428064","0.7891483190983383","0.3417684596866816","Y"
"7.0","2.0","1.0","0.0","10.777546368346298","2.0","1.0","10.0","1.0","2.0","2.0","0.0","0.0","0.0","0.5996765188247343","0.0","0.0","0.0","1.0","1.0","Y"
"161.0","4.0","2.0","0.0","10.0","20.0","6.0","4.0","8.0","4.0","2.0","0.0","0.0","0.931034483","0.416666667","1.0","1.0","39.25","1.0","0.5","Y"
"153.0","5.0","2.0","0.0","10.0","22.0","10.0","4.0","8.0","5.0","2.0","0.0","0.0","0.9","0.4","1.0","1.0","29.6","1.0","0.6","Y"
"25.0","4.0","2.0","0.0","5.276062250180277","8.540834209542249","6.0","0.03345743560469916","4.733426225471008","4.0","2.0","0.0","0.0","0.931034483","0.3981434002325649","0.0","0.0","5.647721465263726","1.0","0.5","Y"
"31.0","5.0","2.0","0.0","8.326089417449147","11.0","10.0","4.0","6.53654865411687","5.0","2.0","0.0","0.0","0.9","0.40696708782286356","1.0","2.0","5.162422981448888","1.0","0.6","Y"
"161.0","4.0","2.0","0.0","10.0","20.0","6.0","4.0","8.0","4.0","2.0","0.0","0.0","0.931034483","0.416666667","1.0","1.0","39.25","1.0","0.5","Y"
"2.0","2.0","1.0","0.0","9.766990491787936","2.0","1.0","10.0","1.0","2.0","2.0","0.0","0.0","0.0","0.7261230414379066","0.0","0.0","0.0","1.0","1.0","Y"
"55.0","1.8054600296791274","1.4055422893849336","0.0","4.674799809565271","14.278243583285922","1.0","0.7691913310121015","4.304781122640321","2.223152267074467","2.332858454482494","-0.32217665146424546","0.0","0.2567603683139814","0.5440392886795297","0.5951194096170198","-0.7996010864332053","24.318661426373286","1.0","0.46055722509649205","Y"
"131.0","4.0","2.0","0.0","10.0","20.0","6.0","4.0","8.0","4.0","2.0","0.0","0.0","0.931034483","0.416666667","1.0","1.0","31.75","1.0","0.5","Y"
"32.0","5.0","2.0","0.0","5.295988076115296","10.0","10.378243048516023","1.2399511815828828","4.0","5.0","2.2461207392581266","0.0","0.0","0.791634572659553","0.6018002682784944","0.0","0.0","5.280072330689778","1.0","0.8","Y"
"153.0","5.0","2.0","0.0","10.0","22.0","10.0","4.0","8.0","5.0","2.0","0.0","0.0","0.9","0.4","1.0","1.0","29.6","1.0","0.6","Y"
"133.0","30.32250476895281","1.0","0.0","22.215631197474107","65.86507885180896","424.2558781899646","-13.043759008905573","10.229525012363352","29.30093203417753","2.0","0.0","0.0","0.0","0.15111026358793286","0.0","0.0","4.4939742800793905","1.0","0.9588273268056036","Y"
"0.0","0.15935859984895687","1.0","0.0","5.321010491885929","0.22695130927741447","0.0","5.0579698320894195","-0.21574019641966857","0.22610095504522645","2.0","0.0","0.0","0.0","-0.266348433335812","0.0","0.0","0.0","0.34670658040454955","-0.3150186218831942","Y"
"28.0","27.33721099648684","1.0","0.0","59.000713212028685","27.38149829675643","351.92591459207586","66.33456046011118","12.141967982876892","28.888910676542334","2.0","0.0","0.0","0.0","0.23693489426983852","0.0","0.0","0.0","1.0","1.0","Y"
"8.0","3.0","1.0","0.0","3.896151169982792","4.207306812386977","3.0","1.3461597503856213","2.536427120035073","3.0","2.1708275825989856","0.0","0.0","0.0","0.5194248158303595","0.0","0.0","1.346785364025751","1.0","0.7568971280547462","Y"
"34.0","3.7805560550165818","0.7607523435578087","0.0","6.4540981301416345","10.0","5.437927449808103","1.0","5.329782818450687","4.257840175173395","1.7430964097048542","0.16241292256750706","0.0","-0.2815061245012449","0.467227309806269","0.0","0.0","7.95698526135494","1.0","0.7741552494220122","Y"
"32.0","5.0","0.8117589853852928","0.0","5.3096764077456085","5.218038398082049","2.9354449241116045","7.0492019223144275","-1.1063011272160526","3.727818997103163","0.793380627304835","1.1574665287080266","0.0","0.24615114329690022","0.4792941905787","0.0","0.0","4.906466878303154","1.0","0.6","Y"
"39.0","5.0","2.0","0.0","8.0","10.573595454385385","10.372093358970053","4.0","6.0","5.0","2.3011524383053836","-0.15502091331525478","0.0","0.9","0.4","1.2677798856215776","1.3466534840161488","6.711538815759611","1.0","0.6","Y"
"52.0","5.0","2.0","0.0","8.355131243052007","11.408963746658952","10.0","4.606435924487986","6.0","5.0","2.0","0.0","0.0","0.9328748791907056","0.41258161914428837","1.3028279718378553","0.7300915415480163","9.462539607252605","1.0","0.5560488733412999","Y"
"20.0","2.4753739946853552","1.0","0.0","4.911776099827014","4.318510621301475","1.207369050270074","1.0","2.4602104997519065","1.497740934384927","1.5230165382864833","0.3411302088794204","0.0","0.0","0.524387641605576","0.0","0.0","9.859587846430314","4.538431057641912","2.3935783474779004","Y"
"6.0","0.5929561083494055","1.0","0.0","5.348391635189485","1.7792283069838444","-0.6836803063701282","6.5925513932906235","0.0","1.378236683233282","2.0","0.0","0.0","0.0","1.1163625116191587","0.0","0.0","2.1742363889484597","0.22593414990041294","0.15285132145873126","Y"
"3.0","3.0","1.0","0.0","4.0","3.0","3.0","4.0","0.0","3.0","2.0","0.0","0.0","0.0","0.666666667","0.0","0.0","0.0","1.0","1.0","Y"
"5.0","5.208731970662525","1.0","0.0","10.653130956659965","5.200069503212133","9.224391762631834","7.140000019673771","3.308242782160338","4.679120088729831","2.0","0.0","0.0","0.0","0.6171155567132993","0.0","0.0","0.0","1.0","1.0","Y"
"75.0","3.0","4.2601451487182","0.0","7.60964340366702","16.493064718970075","1.0","0.0","8.324915374013028","3.0","0.0","1.0","0.0","0.9633069209637544","0.666666667","3.0","3.0","21.632053162273305","1.0","0.6667","N"
"119.0","3.0","4.0","0.0","9.304630808874135","21.33055235117552","3.0","0.0","8.722966314088914","2.0","1.5","1.0","0.0","0.964285714","0.666666667","1.6806473896483185","4.0","38.44296915776659","2.0","1.0","N"
"304.0","6.0","4.0","0.0","4.0","51.0","15.0","0.0","4.0","3.0","1.2","1.0","0.0","0.915254237","0.366666667","2.0","4.0","49.16666667","1.0","0.8333","N"
"124.0","3.0","4.0","0.0","8.312902945217349","21.78896906321638","3.0","0.0","8.201498653243036","2.0","1.5","1.0","0.0","0.964285714","0.666666667","3.2296045471503687","4.0","37.9063928630331","2.0","1.0","N"
"160.0","5.804003450616063","2.848358556485174","0.0","7.458547302333214","16.656886250199257","14.204636770958361","-0.7739847781349272","8.0","5.0","0.806216303540055","0.0","0.0","0.909166736190594","0.5250109273407471","-0.2390341442786615","0.16325080471471204","26.680603139350712","2.3179705563061224","1.1151264275652044","N"
"642.0","5.209239217351652","4.319240072754829","0.0","6.415872657607781","33.04714270351015","7.099260657161687","0.0","5.439309344358015","2.4304339859522655","0.5266838811733214","0.676657935951922","0.0","0.9588461312115626","0.5","2.6941990027559486","2.79635326742174","141.3822584143013","25.765554759796707","3.9994789034731033","N"
"188.0","3.0","4.0","0.0","7.282606231725386","23.222614074006845","3.0","0.0","6.733098644719872","3.0","1.665432246906533","0.7938774797073713","0.0","0.964285714","0.666666667","2.0","4.0","57.72575657442918","2.6763143069687763","1.2303664570720987","N"
"304.0","6.0","4.0","0.0","4.0","51.0","15.0","0.0","4.0","3.0","1.2","1.0","0.0","0.915254237","0.366666667","2.0","4.0","49.16666667","1.0","0.8333","N"
"342.0","5.344543077192982","2.8389364199591145","0.0","8.321908607894164","28.218885591962387","16.919628847720677","0.0","8.18842068871354","5.412441947813411","2.316842028040514","0.0","0.0","0.9174713814185642","0.5","1.678229498142603","1.6487655165907695","50.72325753089836","0.8479467712175477","0.7854961114072991","N"
"61.0","2.740334562768329","2.5847654318799833","0.0","5.816710577785038","14.656880213667453","1.0","0.162944193266805","5.43093823397814","2.712940088400761","-0.5897309186789779","1.1653662878912232","0.0","1.277214761507439","0.7119082669411848","2.1408623820009884","2.1761402034056307","19.928842613008356","1.0","0.6976084684986568","N"
"130.0","3.0","4.0","0.0","8.0","23.230235386731987","3.0","0.0","8.0","3.2467089692240454","1.5","1.0","0.0","0.964285714","0.666666667","1.7384518071909394","4.0","41.42263038298034","2.0","1.0","N"
"62.0","4.0","4.0","0.0","3.0","8.0","6.0","0.0","3.0","3.0","1.333333333","1.0","0.0","0.947368421","0.75","2.0","4.0","14.0","5.0","1.75","N"
"50.0","3.4206125500748454","2.8213541780951896","0.0","7.57351741681503","19.33011336491878","1.1648565260215324","1.224074629400249","8.419779428783563","2.4780564084582144","2.0","0.0","0.0","0.8752091370254784","0.7324188406475618","1.3003057309868238","1.5470182814224223","17.445801994610196","1.0","0.7073401747559765","N"
"155.0","3.1664982915800786","4.40857478812099","0.0","10.0","24.91583564421387","3.6874935773935036","1.3572864539540308","10.362228879430303","3.330177569360428","2.0","0.0","0.0","0.9694970942208612","0.6012346250715138","2.234671920167331","4.524608482274717","54.0349353531663","1.65788842194504","0.8326432215088639","N"
"110.0","5.481034346797073","4.0","0.0","8.316759458987253","21.0","11.75410439236336","0.0","7.7063462172519905","3.3396537905153703","0.872417590222468","0.23215655556905807","0.0","0.9499220978117381","0.5429838766656707","3.2819757066308988","3.323083375723286","25.52610032646441","4.457108388588503","1.3013382739380872","N"
"308.0","3.584319671116618","3.6834809808125484","0.0","6.698650810161458","16.673628162998362","8.567737067584874","0.0","6.8267806160007645","2.4865468716861105","1.2006786308001733","0.0","0.0","0.960588374548669","0.5","-0.4000894267404824","-0.6730575060688889","79.6243052077194","2.208155789289594","1.0442864548840223","N"
"33.0","3.3019870892521093","3.410939686272581","0.0","3.9972820195860557","7.671887124790005","2.3589059025333574","0.29384201129626086","3.425176178891409","2.802532232147668","1.390311156836964","1.3349179482566664","0.0","0.6831527498904802","0.7220908224306097","1.5846862249537998","2.47700519969779","8.691577635606938","2.336455396051325","0.9310625545614971","N"
"207.0","3.0","4.0","0.0","8.300516896137202","21.718847653872512","3.0","0.0","8.248335416395019","3.0","2.0760895264386456","-0.15613280120719567","0.0","0.964285714","0.666666667","2.0","4.0","66.36048147906482","3.6806722498735143","1.717300966424949","N"
"62.0","4.0","4.0","0.0","3.0","8.0","6.0","0.0","3.0","3.0","1.333333333","1.0","0.0","0.947368421","0.75","2.0","4.0","14.0","5.0","1.75","N"
